Device Information,,,,,,,,,,,,,,,,,,,Disposition Information,,,,,,,,,,,,,,Notes,Device Location,,,,,Data Source,,,,
,Formulas,, ,,,,,,,,,,,1,,,,,,,, & ,,,,,,,,,,,,,,,,,,,,ex,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Index #,,Cormant Name,Serial_Number,IP Address,Manufacturer,Model,Software Version,Platform,Asset Type,Physical/Virtual,Purpose,Accessible?,"Total # of
Connections","Begin # of
Connections","# Active
Connections",Environment,Business Unit (Cormant),Technical Unit (Max),Technical Owner,Rec. Service Disposition,Rec. Device Disposition,Approved Disposition,Approver,Approval Date,Disposition Dependencies,Target Date,Actual Date,Who Owns Disposition?,Status,Scream Test Ticket #,IMACD Ticket #,RITM Status,Notes,Is Device Installed?,Room,Cabinet,RU,Unit Height,SmartSheet,NetBrain,Cormant,Max List,Validated?
0001,Name,DDC1-B2B-FW3,79022006000129,192.168.158.105,Juniper Networks,ISG 2000,,,Firewall,Physical,,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,eWaste,Migrate & eWaste,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,"Correct Sr No: 0079022006000129, IP Add: 192.168.158.105",YES,E room,E10-X,6,3,,,,Y,
0002,DDC1-B2B-FW3,DDC1-B2B-FW4,79092006000164,,Juniper Networks,ISG 2000,,,Firewall,Physical,,No,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,eWaste,Migrate & eWaste,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,Standby for DDC1-B2B-FW4,YES,E room,E10-X,3,3,,,Only,,
0003,DDC1-B2B-FW4,DDC1-B2B-FW5 new,13201002967,10.7.30.161,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Physical,,Yes,107,107,Tracked in VPN sheet,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Restock,Migrate & Restock,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,3,3,,,Y,Y,Y
0004,DDC1-B2B-FW5,DDC1-B2B-FW5 new,13201002967,10.7.30.161,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,"B2B-2-DDC1, AZUR0EB2B-FW1",Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,3,3,,,Y,Y,
0005,DDC1-B2B-FW5 vsys2,DDC1-B2B-FW5 new,13201002967,10.7.30.161,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,B@B-3-DDC1-B2B-FW-1-2,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,3,3,,,Y,Y,
0006,DDC1-B2B-FW5 vsys3,DDC1-B2B-FW5 new,13201002967,10.7.30.161,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,B2B-DDC1-B2B-FW3-4,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,3,3,,,Y,Y,
0007,DDC1-B2B-FW5 vsys4,DDC1-B2B-FW5 new,13201002967,10.7.30.161,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,B2B-5-ddcvpnfw1-2,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,3,3,,,Y,Y,
